Cylinders,Transmission,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
6,AS8,12.4,8.8,10.8,26,253
6,M6,15.3,10.0,12.9,22,302
6,AS8,13.0,9.2,11.3,25,265
4,AS8,10.2,7.8,9.2,31,215
6,AS8,11.9,8.5,10.4,27,242
6,M6,14.9,9.8,12.6,22,296
6,AS8,12.4,8.8,10.8,26,253
6,M6,15.3,10.0,12.9,22,302
6,AS8,13.0,9.2,11.3,25,265
8,AS8,15.6,10.4,13.3,21,311
8,AS8,15.6,10.4,13.3,21,311
4,AS8,9.8,6.9,8.5,33,200
6,AS8,11.8,8.2,10.2,28,238
4,AS8,10.1,7.2,8.8,32,207
6,AS8,12.0,8.4,10.4,27,243
6,AS8,14.0,9.0,11.8,24,276
6,AS8,14.0,9.4,11.9,24,280
8,AS8,15.8,10.3,13.3,21,313
4,A9,11.0,7.8,9.6,29,225
6,A9,11.4,8.3,10.0,28,234
4,A9,11.3,8.4,10.0,28,235
4,A9,11.3,8.4,10.0,28,235
6,A9,11.6,8.6,10.3,27,241
4,A9,11.4,8.7,10.2,28,239
6,A9,12.8,9.0,11.1,25,259
4,A9,12.1,9.4,10.9,26,256
6,A9,12.9,9.9,11.6,24,269
4,A6,10.6,7.6,9.3,30,218
4,M6,10.4,7.3,9.0,31,211
4,A9,10.8,7.8,9.5,30,222
4,M6,10.8,7.6,9.4,30,221
6,A8,12.7,9.6,11.3,25,265
8,A8,16.7,10.9,14.1,20,331
8,A8,18.3,12.6,15.7,18,368
8,A8,20.9,13.8,17.7,16,413
4,A8,10.5,9.4,10.0,28,233
6,A8,12.8,10.4,11.8,24,274
6,M6,13.7,9.6,11.8,24,277
4,A8,10.9,10.0,10.5,27,245
6,A8,12.9,10.2,11.7,24,275
6,M6,13.8,10.1,12.2,23,285
4,M6,9.9,7.7,8.9,32,209
4,A9,10.8,7.8,9.5,30,222
4,A9,10.8,7.8,9.5,30,222
4,M6,9.9,7.7,8.9,32,211
4,A9,11.2,8.2,9.8,29,230
6,A5,14.1,11.1,12.8,22,299
6,M6,14.2,11.0,12.8,22,298
6,A5,14.7,11.7,13.4,21,313
6,M6,15.0,11.4,13.3,21,312
6,AS8,11.5,8.5,10.2,28,237
4,AS6,8.0,6.1,7.1,40,168
4,AS6,9.4,7.0,8.3,34,198
4,M6,9.4,6.8,8.3,34,195
4,AM7,9.4,7.9,8.7,32,207
4,AS6,9.4,7.0,8.3,34,197
4,M6,9.8,7.3,8.7,32,204
6,AS8,13.8,9.3,11.8,24,279
8,AS8,15.6,10.6,13.3,21,317
4,AM6,4.6,5.1,4.8,59,114
4,AM6,4.5,4.8,4.7,60,110
4,AM6,5.1,5.8,5.4,52,129
4,AS6,10.9,7.6,9.4,30,224
4,AS6,9.6,6.8,8.4,34,198
4,AS6,9.3,6.6,8.0,35,190
4,AM6,6.0,5.1,5.6,50,132
4,AS6,8.5,6.4,7.5,38,177
4,M6,8.3,6.4,7.5,38,175
6,AS6,13.2,9.7,11.6,24,275
6,AS6,12.9,9.5,11.4,25,269
6,AS6,14.1,10.5,12.5,23,296
4,AS6,11.2,8.3,9.9,29,234
4,AS6,12.3,9.4,11.0,26,259
4,AS6,11.5,9.3,10.5,27,246
6,AS6,14.0,10.1,12.2,23,289
6,AS6,13.2,9.3,11.4,25,270
4,AM7,9.1,7.7,8.5,33,199
4,AS6,9.4,7.8,8.7,32,205
4,AS6,9.5,7.8,8.7,32,206
4,AS6,10.3,7.8,9.2,31,218
4,AS6,11.9,10.2,11.1,25,263
4,AS6,11.3,9.5,10.5,27,247
6,AS8,12.7,9.6,11.3,25,265
12,AM7,23.8,14.1,19.4,15,454
12,AM7,24.2,14.5,19.8,14,464
12,AM7,23.8,14.1,19.4,15,454
12,AM7,24.2,14.5,19.8,14,464
10,AM7,16.8,11.4,14.4,20,336
10,AM7,17.2,12.2,15.0,19,349
10,AM7,16.7,11.7,14.5,19,337
10,AM7,17.2,12.3,15.0,19,350
4,AS9,11.4,9.3,10.5,27,246
4,AS9,10.9,8.0,9.6,29,225
4,AS9,11.2,8.2,9.8,29,231
6,AS8,13.0,10.0,11.6,24,273
4,AV6,5.8,6.1,5.9,48,139
6,AS6,11.4,7.7,9.7,29,226
6,AS6,12.5,9.2,11.0,26,257
6,AV8,8.0,6.9,7.5,38,176
8,AS8,14.9,9.7,12.5,23,293
8,AS6,16.0,12.9,14.6,19,341
4,AS8,10.6,7.3,9.1,31,214
6,AS6,12.3,9.1,10.9,26,254
6,AS6,12.3,9.1,10.9,26,254
8,AS10,14.7,9.2,12.2,23,286
6,AV10,8.9,7.0,8.0,35,187
6,AS10,12.2,7.8,10.2,28,240
6,AS10,13.0,8.7,11.0,26,259
6,AV10,9.4,7.1,8.4,34,195
6,AV10,10.3,7.6,9.1,31,211
8,AS8,18.2,12.8,15.8,18,371
4,AS6,10.6,8.5,9.7,29,226
4,AS6,10.8,8.9,9.9,29,232
4,AV6,7.2,7.9,7.5,38,176
6,AS6,13.1,9.8,11.2,25,262
6,AS6,13.1,9.8,11.2,25,262
8,AS8,15.2,9.5,12.6,22,289
6,AS8,12.2,9.0,10.8,26,252
6,AS8,13.1,9.4,11.1,25,268
6,AV6,7.5,8.4,7.9,36,185
6,AS6,14.0,9.4,12.0,24,280
6,AS6,14.5,9.8,12.3,23,290
6,AS6,14.3,9.7,12.2,23,287
4,AS6,12.3,9.3,10.9,26,256
4,AS6,12.1,9.3,10.8,26,254
4,AS6,13.1,9.4,11.5,25,269
6,AS6,15.7,11.2,13.7,21,322
6,A6,14.7,10.2,12.7,22,298
6,AS6,14.1,9.8,12.1,23,284
6,AS6,14.3,10.3,12.5,23,293
4,AS6,11.8,8.4,10.3,27,242
6,AS6,14.0,9.2,11.8,24,278
4,AV,5.7,6.2,5.9,48,139
6,AS10,14.9,11.3,13.3,21,310
6,AS8,14.1,9.8,12.2,23,286
6,AS8,14.5,10.0,12.4,23,293
6,AS8,14.7,9.9,12.6,22,295
8,AS6,18.2,11.4,15.1,19,355
8,AS6,18.2,11.6,15.2,19,358
6,AS8,16.4,11.9,14.4,20,340
6,AS8,16.6,12.2,14.7,19,346
8,AS8,16.1,10.8,13.7,21,321
6,AS8,14.9,10.3,12.8,22,300
6,AS8,15.0,10.3,12.8,22,301
4,AS6,8.2,6.9,7.6,37,180
4,M6,9.0,7.0,8.1,35,189
4,AS6,8.8,7.5,8.2,34,192
4,M6,9.7,7.7,8.8,32,206
4,AS6,9.7,7.8,8.8,32,206
4,AS6,9.3,7.6,8.5,33,201
4,AS6,10.2,8.2,9.3,30,217
4,AS6,9.8,7.9,9.0,31,208
4,AS6,10.6,8.4,9.6,29,225
4,AS6,11.5,8.9,10.4,27,242
4,AS6,8.4,6.4,7.5,38,176
4,M6,8.5,6.2,7.5,38,175
4,M6,8.5,6.2,7.5,38,175
4,AS6,8.8,6.6,7.8,36,182
4,AS6,8.5,6.4,7.6,37,176
4,M6,9.3,6.9,8.2,34,194
4,AS6,8.4,6.4,7.5,38,174
4,M6,8.6,6.4,7.6,37,178
4,AS6,9.0,6.7,7.8,36,187
4,AS6,8.7,6.6,7.8,36,181
4,M6,9.6,7.0,8.4,34,198
4,AS6,9.1,6.7,8.0,35,187
4,AS6,10.0,7.5,8.9,32,208
4,AS6,9.1,6.8,8.0,35,188
4,M6,8.9,7.1,8.1,35,189
6,A9,11.8,8.8,10.4,27,244
6,A9,12.3,9.4,11.0,26,256
6,A9,11.8,8.8,10.5,27,245
8,A7,13.4,9.6,11.7,24,274
8,A7,14.0,10.4,12.4,23,291
8,A7,13.8,10.1,12.1,23,285
8,A7,13.4,9.6,11.7,24,274
8,A7,14.0,10.4,12.4,23,291
8,A7,13.8,10.2,12.2,23,285
4,AM7,10.3,7.9,9.2,31,217
6,A9,12.4,9.4,11.1,25,258
8,A9,15.5,10.6,13.3,21,313
8,A9,15.2,11.0,13.3,21,312
8,A7,19.9,15.5,17.9,16,419
12,A7,22.2,18.0,20.3,14,473
4,AM7,10.7,8.3,9.6,29,225
6,A9,13.1,10.1,11.8,24,277
6,A9,13.0,9.9,11.6,24,272
6,A9,13.5,10.3,12.1,23,282
6,A9,13.5,10.6,12.2,23,285
8,A7,17.2,13.4,15.5,18,364
8,A7,17.2,12.8,15.2,19,357
8,A7,17.6,13.3,15.7,18,367
8,AM7,14.5,10.8,12.8,22,302
8,AM7,14.7,11.0,13.0,22,304
8,AM7,15.5,11.7,13.8,20,322
8,AM7,15.5,11.7,13.8,20,322
8,AM7,15.6,11.9,13.9,20,324
8,AM7,14.5,10.8,12.8,22,302
8,A9,14.1,8.9,11.8,24,275
8,A9,15.8,9.8,13.1,22,306
8,A9,14.0,8.7,11.6,24,271
12,A7,18.6,10.9,15.1,19,356
8,A7,14.7,9.5,12.4,23,291
12,A7,17.6,10.8,14.5,19,339
6,A9,11.6,8.2,10.1,28,236
4,AM7,9.8,6.8,8.4,34,196
4,AM7,10.3,7.8,9.1,31,215
4,A9,10.5,7.5,9.1,31,214
4,A9,10.8,8.0,9.6,29,224
4,A9,10.5,7.8,9.3,30,218
4,A9,10.7,8.0,9.5,30,222
4,AM7,9.6,6.6,8.2,34,193
4,AM7,9.9,7.3,8.7,32,204
4,A9,11.0,8.1,9.7,29,227
6,A9,11.8,8.7,10.4,27,246
6,A9,12.0,9.2,10.8,26,251
6,A9,11.9,9.0,10.6,27,248
6,A9,12.4,9.5,11.1,25,261
8,A7,18.2,16.5,17.5,16,410
4,AM7,10.1,7.6,9.0,31,209
4,A9,11.1,8.6,10.0,28,240
4,A9,11.0,8.7,10.0,28,235
6,A9,13.5,10.3,12.1,23,282
8,A9,15.2,11.4,13.5,21,317
6,A9,14.3,11.4,13.0,22,305
8,A9,16.5,12.6,14.7,19,346
12,A9,18.4,11.1,15.1,19,355
4,A7,11.5,9.8,10.7,26,251
4,A7,12.3,10.3,11.4,25,268
6,A9,12.8,8.5,10.9,26,255
8,A9,13.9,9.2,11.8,24,276
8,A9,13.5,8.6,11.3,25,265
8,A9,13.1,8.8,11.2,25,261
8,A9,13.6,8.8,11.4,25,269
6,A9,11.5,8.5,10.2,28,238
8,A9,13.5,9.6,11.8,24,275
4,A9,9.6,7.4,8.6,33,202
3,AS6,8.7,6.8,7.9,36,184
3,M6,8.5,6.2,7.5,38,175
3,AS6,8.7,6.8,7.9,36,184
3,M6,8.4,6.3,7.4,38,174
3,AS8,10.2,7.6,9.0,31,212
3,M6,10.5,7.4,9.1,31,214
3,AS6,8.7,6.8,7.9,36,184
3,M6,8.4,6.3,7.4,38,174
3,AS8,10.3,7.9,9.2,31,215
3,M6,10.5,7.4,9.1,31,214
4,AS6,9.3,7.3,8.4,34,197
4,M6,10.3,7.4,9.0,31,210
4,AS6,9.3,7.3,8.4,34,197
4,M6,10.3,7.4,9.0,31,210
4,AS8,10.5,7.6,9.2,31,215
4,M6,11.4,7.8,9.7,29,227
4,AS6,9.3,7.1,8.3,34,195
4,M6,10.3,7.4,9.0,31,210
4,AS8,10.5,7.6,9.2,31,215
4,M6,11.3,7.7,9.7,29,227
4,AS6,9.3,7.3,8.4,34,197
4,M6,10.3,7.4,9.0,31,210
4,AS8,10.2,7.5,9.0,31,211
4,M6,11.4,7.6,9.7,29,228
4,AS6,9.8,7.3,8.7,32,203
4,M6,10.8,7.7,9.4,30,220
4,AS8,10.6,7.8,9.3,30,220
4,M6,11.5,8.0,9.9,29,232
4,AV8,9.4,8.4,8.9,32,208
4,AV8,9.6,8.9,9.3,30,216
3,AV,6.4,5.5,6.0,47,141
3,M5,7.1,5.8,6.5,43,150
3,AV,6.9,5.7,6.4,44,149
3,M5,7.2,5.9,6.6,43,155
4,AV6,9.9,8.1,9.1,31,212
6,AS6,12.0,8.8,10.6,27,248
4,AV6,9.7,7.8,8.8,32,204
4,M5,10.3,8.2,9.3,30,216
4,AV6,10.1,8.2,9.2,31,213
4,AV6,10.3,8.3,9.4,30,219
6,AS7,12.6,9.3,11.1,25,261
6,M6,13.3,9.3,11.5,25,269
6,AS7,13.0,9.7,11.5,25,270
6,M6,13.6,9.7,11.8,24,278
4,AV,8.7,6.3,7.6,37,179
4,AV7,8.9,6.4,7.8,36,185
6,AV7,10.6,7.3,9.1,31,214
8,AS7,17.5,12.8,15.4,18,362
4,A5,13.6,10.7,12.3,23,290
4,M5,12.2,10.4,11.4,25,268
6,A5,14.7,10.4,12.8,22,300
6,A5,15.8,11.5,13.9,20,326
6,M6,15.1,11.5,13.5,21,317
6,AM6,14.5,10.7,12.8,22,300
4,AV,7.7,6.6,7.2,39,169
6,AV7,11.1,7.8,9.6,29,227
4,A4,9.0,6.8,8.0,35,188
4,M5,8.7,6.8,7.9,36,186
6,AV7,11.0,8.3,9.8,29,230
6,AV7,11.2,8.4,9.9,29,232
4,AV,9.8,8.8,9.3,30,218
6,AV,11.6,8.5,10.2,28,240
6,AV,12.1,8.9,10.7,26,250
6,AV,12.4,9.2,11.0,26,259
4,AV,8.8,7.3,8.1,35,191
4,M6,10.0,8.1,9.2,31,216
4,AV,9.0,7.5,8.4,34,196
4,AV,9.2,7.0,8.2,34,192
4,AV,9.7,7.4,8.7,32,205
4,AV,8.1,6.3,7.3,39,172
4,M6,8.9,6.8,8.0,35,187
4,AV7,8.9,7.3,8.2,34,193
4,M6,9.1,7.3,8.3,34,195
4,AV7,9.4,7.8,8.7,32,205
4,M6,9.5,7.6,8.7,32,204
8,AS7,15.0,11.2,13.3,21,312
8,AS7,15.2,11.1,13.4,21,315
8,AS7,15.9,11.9,14.1,20,331
4,AV,7.6,6.2,7.0,40,164
4,M5,8.6,6.6,7.7,37,180
6,AM7,10.6,8.0,9.4,30,221
6,M7,11.8,8.1,10.1,28,237
6,AM7,10.8,8.3,9.7,29,227
6,M7,12.0,8.2,10.3,27,241
6,AM7,11.5,9.1,10.4,27,243
6,M7,13.0,8.9,11.1,25,260
6,AM7,11.8,9.2,10.6,27,249
6,M7,12.7,9.0,11.0,26,258
6,AM7,10.8,8.3,9.7,29,226
6,M7,12.1,8.3,10.4,27,242
6,AM7,10.8,8.4,9.7,29,228
6,M7,12.1,8.3,10.4,27,243
6,AM7,10.7,8.3,9.6,29,225
6,M7,12.1,8.3,10.4,27,242
6,AM7,11.0,8.4,9.8,29,230
6,M7,12.2,8.5,10.5,27,246
6,AM7,11.8,9.2,10.6,27,248
6,M7,12.8,8.9,11.0,26,257
6,AM7,11.9,9.3,10.7,26,250
6,M7,12.9,9.1,11.1,25,260
6,AM7,11.0,8.5,9.9,29,232
6,M7,12.1,8.4,10.4,27,243
6,AM7,10.9,8.5,9.9,29,231
6,M7,12.2,8.5,10.5,27,246
6,AM7,15.8,11.6,13.9,20,324
6,M6,18.0,11.5,15.1,19,352
6,AM7,10.9,8.4,9.8,29,228
6,M7,12.2,8.5,10.5,27,246
6,AM7,12.1,9.2,10.8,26,251
6,M7,13.2,9.2,11.4,25,266
6,AM7,11.1,8.6,10.0,28,233
6,M7,12.2,8.5,10.5,27,246
6,AM7,12.6,9.9,11.4,25,266
6,AM7,12.6,9.9,11.4,25,267
6,AM7,12.6,9.9,11.4,25,266
6,AM7,12.6,9.9,11.4,25,267
6,AM7,13.8,10.3,12.3,23,285
4,AM7,10.5,8.0,9.4,30,219
4,M6,11.0,8.3,9.8,29,229
4,AM7,11.8,9.2,10.6,27,249
4,M6,12.3,9.4,11.0,26,257
4,AM7,11.0,8.4,9.9,29,230
4,M6,12.1,9.0,10.7,26,249
6,A8,12.9,9.7,11.5,25,268
6,A8,14.5,10.4,12.6,22,296
6,A8,13.6,10.2,12.1,23,281
6,A8,13.9,9.6,12.0,24,281
8,A8,16.7,11.2,14.3,20,334
8,A8,16.7,11.2,14.3,20,334
4,AM7,10.5,8.0,9.4,30,219
4,M6,11.0,8.3,9.8,29,229
4,AM7,11.8,9.2,10.6,27,249
4,M6,12.3,9.4,11.0,26,257
4,AM7,11.0,8.4,9.9,29,230
4,M6,12.1,9.0,10.7,26,249
4,A7,11.6,9.3,10.6,27,248
6,A7,13.8,10.3,12.3,23,287
6,A7,13.7,10.3,12.2,23,285
6,A7,14.2,10.1,12.3,23,287
6,A7,14.1,10.1,12.3,23,286
6,AM8,11.0,8.3,9.8,29,229
6,AM8,11.3,8.6,10.1,28,235
6,AM8,11.3,8.6,10.1,28,235
6,AM8,11.5,9.0,10.4,27,242
6,AM8,11.3,8.5,10.1,28,235
6,AM8,11.3,8.5,10.1,28,235
6,AM8,12.1,9.0,10.7,26,249
8,AM8,12.8,9.2,11.2,25,261
8,AM8,12.8,9.2,11.2,25,261
8,AM8,13.4,10.1,11.9,24,279
6,A8,13.9,9.6,11.9,24,280
8,A6,17.0,12.0,14.8,19,346
8,A8,15.7,11.0,13.6,21,319
6,A8,14.5,10.2,12.6,22,294
8,A6,18.7,13.3,16.3,17,382
8,A8,16.1,11.5,14.0,20,328
4,A9,11.2,8.3,9.9,29,232
12,AS8,20.3,13.0,17.0,17,397
12,AS8,20.3,13.0,17.0,17,397
12,AS8,20.3,13.0,17.0,17,397
12,AS8,20.0,12.4,16.6,17,387
12,AS8,20.0,12.4,16.6,17,387
12,AS8,19.6,12.9,16.6,17,388
4,AS6,9.7,7.2,8.6,33,200
4,M6,11.2,8.1,9.8,29,229
4,M6,11.6,8.6,10.2,28,239
4,AV7,8.8,7.2,8.1,35,188
4,M6,10.5,8.1,9.4,30,220
4,AV8,10.2,8.6,9.5,30,223
4,AV6,9.2,7.4,8.4,34,196
4,M6,10.9,8.3,9.7,29,228
4,AV7,8.3,6.4,7.5,38,174
4,M5,10.0,7.5,8.9,32,208
4,AV7,8.4,6.5,7.5,38,176
4,M5,10.1,7.7,9.0,31,211
4,AV7,9.3,7.0,8.3,34,193
6,AV6,11.9,8.3,10.3,27,241
4,AV7,9.4,7.3,8.5,33,198
6,AV6,12.0,8.7,10.5,27,247
4,AV8,12.6,9.6,11.2,25,256
4,M6,11.3,8.5,10.0,28,235
4,M6,14.1,10.5,12.5,23,291
4,M6,14.3,10.9,12.8,22,296
6,AS5,14.3,11.9,13.2,21,308
6,AS5,14.3,11.9,13.2,21,308
4,AS6,9.9,7.3,8.7,32,204
4,M6,11.3,8.3,9.9,29,232
6,AS6,11.4,7.7,9.7,29,226
4,AS8,8.1,5.7,6.9,41,164
4,AS8,8.4,6.0,7.3,39,172
4,AS8,8.5,6.1,7.4,38,173
6,AS8,10.5,7.1,9.0,31,210
6,AS8,10.7,7.4,9.2,31,215
4,AV6,4.9,4.8,4.9,58,113
4,AV6,5.3,5.0,5.1,55,121
4,AV7,8.7,7.5,8.2,34,189
4,AV,8.3,6.5,7.5,38,174
4,AV7,8.3,6.7,7.5,38,178
4,M6,8.5,6.6,7.6,37,178
4,AV,7.8,5.9,6.9,41,163
4,AV,8.0,6.3,7.2,39,168
4,AV7,8.3,6.5,7.5,38,176
4,M6,8.8,6.8,7.9,36,185
6,AS8,11.8,8.7,10.3,27,243
6,AS8,12.1,9.0,10.6,27,251
6,AS8,12.0,8.9,10.6,27,247
6,AS8,11.7,8.8,10.4,27,242
6,AV6,8.1,8.5,8.3,34,193
4,AV,4.3,4.6,4.5,63,105
4,AV,4.9,5.5,5.1,55,120
4,AV,5.5,6.0,5.8,49,135
4,AS6,10.0,7.8,9.0,31,210
4,AS6,10.5,8.3,9.5,30,222
4,AS6,10.7,8.4,9.7,29,226
4,AV6,6.9,7.8,7.3,39,171
8,AS6,18.4,13.8,16.4,17,384
6,AS8,12.5,8.9,10.9,26,256
6,AS8,13.4,9.6,11.7,24,274
4,AS6,12.1,10.1,11.2,25,263
6,AS6,12.6,10.0,11.4,25,268
4,AS6,12.7,10.6,11.7,24,274
6,AS6,13.2,10.7,12.1,23,283
6,M6,13.8,11.4,12.7,22,299
6,M6,13.8,11.7,12.9,22,300
8,AS6,17.7,13.6,15.9,18,371
8,AS6,16.8,13.1,14.9,19,354
8,AS6,18.0,14.2,16.3,17,383
4,AS6,7.3,5.8,6.6,43,155
4,M6,7.8,6.0,6.8,42,164
4,A4,7.9,6.8,7.4,38,173
4,M5,7.8,6.5,7.2,39,168
4,AS8,10.8,8.9,10.0,28,233
6,AS8,13.7,10.1,12.1,23,282
4,AS6,9.0,7.2,8.2,34,191
4,AS6,9.0,7.2,8.2,34,191
4,AS6,9.1,6.9,8.1,35,189
4,AS6,9.1,6.9,8.1,35,189
4,AS6,9.6,7.2,8.5,33,199
4,M5,9.3,6.9,8.2,34,192
4,AM6,9.6,7.3,8.6,33,200
4,M6,9.6,7.2,8.5,33,199
4,AM7,10.6,8.0,9.4,30,220
4,M6,11.1,8.1,9.8,29,227
4,AM6,10.7,8.0,9.4,30,220
4,M6,11.1,7.8,9.6,29,225
4,AS6,9.6,7.2,8.5,33,199
4,M5,9.4,6.9,8.2,34,192
4,AM6,10.8,8.1,9.6,29,224
4,M6,10.8,7.6,9.3,30,218
4,AS6,9.3,6.5,8.1,35,188
6,AM6,12.2,8.5,10.6,27,246
4,AS8,10.6,8.7,9.8,29,229
4,AS8,11.3,8.8,10.2,28,237
4,AS8,11.0,8.1,9.7,29,226
4,AS8,10.9,7.7,9.4,30,221
4,AS8,11.8,8.5,10.3,27,241
4,AS8,10.8,7.8,9.4,30,220
4,AS8,10.1,7.4,8.8,32,206
4,AS8,10.6,7.6,9.3,30,216
4,AS8,11.0,8.1,9.7,29,226
4,AS8,10.9,7.7,9.4,30,221
4,AS8,11.8,8.5,10.3,27,241
4,AS8,10.8,7.8,9.4,30,220
4,AS8,10.6,7.6,9.3,30,216
4,AS8,10.4,7.7,9.2,31,214
4,AS8,10.9,8.0,9.6,29,224
4,AS8,10.7,8.5,9.8,29,228
4,AS8,11.4,8.7,10.2,28,240
4,AS8,10.9,8.3,9.7,29,227
4,AS8,11.5,8.8,10.3,27,240
4,AM8,9.9,7.0,8.6,33,199
6,AS9,12.2,9.0,10.8,26,252
6,AS9,12.2,9.5,11.0,26,258
6,AM7,9.1,9.0,9.0,31,210
6,AM9,11.1,10.8,11.0,26,261
4,AS10,11.0,8.6,9.9,29,232
4,AS10,11.3,9.1,10.3,27,242
6,AM7,8.4,8.2,8.4,34,196
4,AM8,10.0,7.1,8.7,32,205
4,AM8,10.2,7.4,8.9,32,209
6,AS9,11.4,7.7,9.8,29,228
6,AS9,12.0,8.2,10.3,27,240
4,AM6,9.7,6.9,8.4,34,197
4,AM6,9.7,6.9,8.4,34,197
4,A8,10.0,7.2,8.7,32,205
4,A8,10.5,7.7,9.2,31,217
6,A8,13.8,9.6,11.9,24,280
4,A8,10.3,8.1,9.3,30,218
4,A8,10.8,8.3,9.6,29,226
6,A8,14.1,10.4,12.4,23,292
8,A8,13.0,9.8,11.5,25,271
12,A8,15.5,10.6,13.3,21,312
12,A8,16.4,10.7,13.8,20,324
12,A8,16.7,10.9,14.1,20,332
12,A8,17.5,11.4,14.7,19,346
8,A8,12.7,9.4,11.2,25,264
4,AM7,9.1,6.8,8.1,35,188
4,AM7,10.9,7.9,9.6,29,225
4,AM7,10.7,7.9,9.5,30,221
4,AM7,8.6,6.9,7.8,36,182
4,AM7,10.0,7.0,8.7,32,204
4,AM7,10.7,8.0,9.5,30,221
4,AM7,10.0,7.0,8.7,32,204
4,AM7,10.0,7.0,8.7,32,204
4,AM7,10.0,7.0,8.7,32,204
6,AM7,10.7,8.2,9.6,29,224
6,AM7,10.7,8.2,9.6,29,224
6,AS8,12.5,8.6,10.8,26,252
4,AS8,12.3,8.6,10.6,27,248
4,AM7,10.9,8.7,9.9,29,230
4,AS8,12.2,9.5,11.0,26,258
6,AS8,12.6,9.4,11.1,25,260
6,AS8,14.0,10.7,12.5,23,294
5,AM7,12.4,8.4,10.6,27,247
6,AS8,13.3,8.7,11.3,25,262
6,AS8,13.5,9.0,11.5,25,268
4,AM7,10.7,8.0,9.5,30,222
6,AS8,11.3,8.0,9.8,29,230
6,AS8,11.3,8.0,9.8,29,230
6,AS8,11.4,8.2,9.9,29,234
6,AS8,11.3,8.0,9.8,29,230
6,AS8,12.7,10.0,11.5,25,270
4,AM7,10.3,7.7,9.2,31,213
4,AM7,10.3,7.7,9.2,31,213
5,AM7,12.0,8.3,10.3,27,241
4,AM7,10.4,8.2,9.4,30,220
8,AS8,16.4,10.1,13.6,21,315
8,AS8,24.5,14.4,20.0,14,465
4,AS8,10.2,7.2,8.8,32,207
4,AS8,9.9,7.1,8.6,33,202
4,AS8,9.5,6.9,8.3,34,194
4,AS8,10.2,7.2,8.8,32,207
4,AS8,10.2,7.2,8.8,32,207
4,AS8,10.6,7.3,9.1,31,213
4,AS8,10.2,7.2,8.8,32,207
4,AS8,10.2,7.2,8.8,32,207
6,AS8,11.2,7.3,9.4,30,227
6,M6,12.8,8.8,11.0,26,256
6,AS8,11.8,7.9,10.0,28,235
6,AS8,11.4,7.6,9.7,29,228
6,M6,13.0,8.5,11.0,26,256
6,AS8,11.4,7.6,9.7,29,228
4,AS8,10.2,7.2,8.8,32,207
6,AS8,11.2,8.1,9.8,29,231
6,AS8,12.3,8.4,10.5,27,248
6,AS8,11.9,8.4,10.3,27,241
8,AS8,14.0,9.6,12.0,24,282
8,AS8,13.3,9.2,11.5,25,269
8,AS8,14.0,9.6,12.0,24,282
8,AS8,14.0,9.6,12.0,24,282
8,AS8,14.0,9.6,12.0,24,282
6,AM7,14.3,10.4,12.6,22,294
6,M6,13.4,9.6,11.7,24,273
6,AS8,11.2,7.8,9.7,29,227
6,M6,12.8,8.8,11.0,26,256
6,AS8,11.2,7.8,9.7,29,227
6,M6,12.8,8.8,11.0,26,256
6,AS8,11.2,7.8,9.7,29,227
6,M6,12.8,8.8,11.0,26,256
6,AS8,11.3,8.0,9.8,29,229
6,AS8,11.3,8.0,9.8,29,229
6,AS8,11.3,8.0,9.8,29,229
6,AM7,14.5,10.5,12.7,22,299
6,M6,13.8,9.4,11.9,24,280
6,AM7,14.5,10.5,12.7,22,299
6,M6,13.8,9.4,11.9,24,280
6,AM7,14.3,10.4,12.6,22,294
6,M6,13.4,9.6,11.7,24,273
6,AM7,14.3,10.4,12.6,22,294
6,M6,13.4,9.6,11.7,24,273
6,AM7,14.3,10.4,12.6,22,294
8,AS8,16.0,11.2,13.9,20,324
8,AS8,16.0,11.2,13.9,20,324
8,AS8,13.3,9.2,11.5,25,269
8,AM7,17.3,11.6,14.7,19,344
12,AS8,17.7,11.9,15.1,19,355
8,AS8,13.5,9.2,11.6,24,270
8,AS8,13.3,9.2,11.5,25,269
4,AS8,10.7,7.5,9.3,30,217
4,AS8,11.0,7.7,9.5,30,222
4,AS8,10.8,8.0,9.6,29,223
6,AS8,11.9,8.7,10.4,27,245
4,AS8,10.8,8.0,9.6,29,223
6,AS8,11.9,8.7,10.4,27,245
6,AS8,11.7,9.1,10.5,27,245
8,AS8,15.3,11.1,13.4,21,314
6,AS8,13.0,9.9,11.6,24,272
8,AS8,14.3,10.6,12.6,22,294
8,AS8,16.6,12.1,14.6,19,341
6,AS8,12.0,9.4,10.8,26,254
8,AS8,14.3,10.6,12.6,22,294
16,AM7,26.8,16.6,22.2,13,522
6,A9,13.0,9.1,11.2,25,263
6,A9,13.8,9.5,11.9,24,278
4,AS6,9.4,7.8,8.7,32,204
4,AS6,8.9,7.5,8.3,34,194
4,AS6,9.9,8.1,9.1,31,214
4,AS6,9.4,7.9,8.8,32,205
4,A9,11.7,9.4,10.7,26,249
4,A6,11.1,8.6,10.0,28,234
6,AS9,11.7,7.8,9.9,29,233
4,AS6,9.4,6.8,8.2,34,192
6,AS9,11.7,8.2,10.1,28,238
4,AS9,10.6,7.4,9.1,31,214
4,AS8,11.0,8.0,9.6,29,227
6,AS9,12.4,8.7,10.7,26,251
